 2119
 164 259 222 260 1
 164 222 162 260 1
 162 163 164 260 1
 162 222 174 260 1
 175 163 177 260 1
 166 261 259 164 1
 259 260 164 261 1
 176 217 166 261 1
 163 164 261 165 1
 176 166 165 261 1
 164 165 166 261 1
 163 261 164 260 1
 176 165 175 261 1
 175 165 163 261 1
 175 163 260 261 1
 262 225 166 259 1
 262 166 217 261 1
 166 259 261 262 1
 217 166 262 218 1
 262 225 218 166 1
 262 218 225 240 1
 217 263 262 261 1
 217 176 263 261 1
 167 186 189 264 1
 167 189 168 264 1
 171 167 168 264 1
 171 186 167 264 1
 168 264 189 190 1
 171 186 264 187 1
 265 171 168 264 1
 168 264 266 265 1
 168 181 265 266 1
 168 264 190 267 1
 168 170 181 267 1
 168 190 170 267 1
 168 266 264 267 1
 168 267 181 266 1
 169 181 170 268 1
 169 194 268 190 1
 169 182 181 268 1
 169 268 170 190 1
 170 268 181 267 1
 170 190 268 267 1
 172 171 265 269 1
 265 269 171 264 1
 171 269 172 187 1
 171 264 269 187 1
 269 264 265 266 1
 221 174 270 187 1
 221 270 174 222 1
 265 271 172 269 1
 178 272 271 173 1
 272 180 173 178 1
 273 174 222 260 1
 273 174 270 222 1
 273 222 259 260 1
 172 271 173 274 1
 173 174 274 178 1
 274 270 273 174 1
 274 270 174 187 1
 274 172 269 187 1
 172 274 173 174 1
 271 274 172 269 1
 274 269 270 187 1
 274 174 172 187 1
 178 271 274 173 1
 178 274 271 275 1
 178 271 272 275 1
 276 275 274 178 1
 174 273 276 260 1
 177 174 276 260 1
 177 276 174 178 1
 274 276 174 273 1
 274 174 276 178 1
 175 179 277 177 1
 277 177 276 260 1
 175 177 277 260 1
 263 176 277 261 1
 176 175 277 261 1
 175 260 277 261 1
 180 278 179 177 1
 278 275 276 178 1
 277 179 278 177 1
 180 278 177 178 1
 278 276 177 178 1
 278 277 177 276 1
 272 275 278 178 1
 272 278 180 178 1
 182 181 279 266 1
 182 181 268 279 1
 181 267 279 266 1
 268 279 181 267 1
 182 279 280 266 1
 182 281 181 266 1
 181 281 265 266 1
 182 280 281 266 1
 274 283 271 275 1
 265 282 271 283 1
 265 271 269 283 1
 274 269 271 283 1
 271 282 284 283 1
 182 285 281 280 1
 287 183 211 213 1
 287 185 183 213 1
 195 287 189 210 1
 287 186 184 188 1
 287 211 183 210 1
 183 189 287 210 1
 287 183 185 184 1
 287 184 185 188 1
 287 189 186 264 1
 287 185 213 188 1
 287 189 183 184 1
 287 186 189 184 1
 270 187 269 288 1
 221 233 188 288 1
 264 187 186 288 1
 287 264 186 288 1
 221 288 186 187 1
 186 188 287 288 1
 221 187 270 288 1
 221 186 288 188 1
 269 187 264 288 1
 221 270 233 288 1
 233 188 288 289 1
 220 289 188 233 1
 220 188 289 213 1
 287 188 213 289 1
 287 288 188 289 1
 264 290 269 288 1
 270 269 290 288 1
 287 291 195 189 1
 291 290 264 288 1
 189 264 291 190 1
 195 189 291 190 1
 287 291 189 264 1
 291 190 264 267 1
 287 291 264 288 1
 292 190 268 194 1
 195 291 292 190 1
 194 195 292 190 1
 292 268 190 267 1
 292 190 291 267 1
 192 196 191 293 1
 192 191 198 293 1
 194 195 193 293 1
 195 198 191 293 1
 193 191 196 293 1
 193 195 191 293 1
 292 195 194 293 1
 196 293 192 201 1
 195 198 293 210 1
 192 293 198 201 1
 294 292 194 293 1
 194 193 294 293 1
 193 196 294 293 1
 195 291 287 295 1
 292 291 195 295 1
 287 195 295 210 1
 294 295 292 293 1
 292 295 195 293 1
 195 293 295 210 1
 199 207 296 203 1
 208 207 296 199 1
 208 296 297 199 1
 197 298 196 201 1
 294 196 298 293 1
 197 204 298 201 1
 298 293 196 201 1
 297 300 199 296 1
 199 300 204 296 1
 301 197 204 298 1
 204 302 298 201 1
 199 296 302 203 1
 302 200 198 202 1
 302 199 200 202 1
 199 204 302 296 1
 298 302 293 201 1
 302 198 200 203 1
 302 200 199 203 1
 198 302 293 210 1
 295 293 302 210 1
 211 198 302 203 1
 211 302 198 210 1
 198 293 302 201 1
 204 302 202 199 1
 204 202 302 201 1
 202 198 302 201 1
 203 212 207 303 1
 302 203 296 303 1
 302 211 203 303 1
 211 212 203 303 1
 296 207 303 203 1
 204 302 296 304 1
 204 298 302 304 1
 301 304 204 300 1
 296 304 302 303 1
 301 204 304 298 1
 204 296 300 304 1
 294 298 305 293 1
 298 302 305 293 1
 305 302 298 304 1
 206 205 229 307 1
 206 215 205 307 1
 205 307 215 228 1
 205 229 307 228 1
 206 215 307 308 1
 206 216 215 308 1
 206 309 216 308 1
 311 239 246 245 1
 311 230 246 239 1
 306 299 310 312 1
 310 299 214 312 1
 309 310 214 312 1
 214 299 297 312 1
 234 313 232 212 1
 313 207 212 303 1
 313 232 207 231 1
 207 232 313 212 1
 208 207 231 314 1
 207 313 231 314 1
 208 297 296 314 1
 208 296 207 314 1
 209 314 297 208 1
 209 208 231 314 1
 313 207 303 314 1
 296 303 207 314 1
 214 297 209 315 1
 215 315 209 228 1
 209 297 314 315 1
 209 231 228 315 1
 215 214 209 315 1
 312 314 297 315 1
 214 297 315 312 1
 209 231 315 314 1
 213 316 287 289 1
 287 295 316 210 1
 316 303 212 211 1
 287 316 211 210 1
 211 287 213 316 1
 213 316 212 211 1
 302 316 295 210 1
 316 212 303 313 1
 302 211 316 210 1
 302 316 211 303 1
 234 317 313 212 1
 213 212 316 317 1
 317 316 313 212 1
 220 212 317 234 1
 220 317 212 213 1
 220 317 213 289 1
 317 316 213 289 1
 214 309 318 216 1
 214 318 309 312 1
 214 318 215 216 1
 309 216 308 318 1
 214 215 318 315 1
 214 312 315 318 1
 215 307 308 318 1
 215 228 307 318 1
 215 308 216 318 1
 215 315 228 318 1
 319 251 217 218 1
 319 217 262 218 1
 263 262 319 217 1
 251 320 219 218 1
 319 320 251 218 1
 320 218 262 240 1
 250 251 320 219 1
 219 249 320 250 1
 250 320 251 252 1
 262 320 319 218 1
 219 218 320 248 1
 218 240 320 248 1
 219 320 249 248 1
 234 235 321 220 1
 234 317 220 321 1
 233 235 220 321 1
 220 233 321 289 1
 220 321 317 289 1
 233 321 224 235 1
 224 321 233 322 1
 273 222 322 259 1
 224 322 222 259 1
 233 270 221 322 1
 270 222 221 322 1
 273 222 270 322 1
 221 322 222 223 1
 222 322 224 223 1
 221 233 322 223 1
 224 322 233 223 1
 273 322 270 323 1
 224 321 324 235 1
 262 324 225 259 1
 225 242 236 324 1
 224 324 322 259 1
 224 225 236 324 1
 225 324 262 240 1
 242 324 225 240 1
 224 324 321 322 1
 224 225 324 259 1
 224 324 236 235 1
 228 318 315 325 1
 231 325 228 315 1
 315 314 231 325 1
 231 314 313 325 1
 326 227 226 228 1
 230 239 326 227 1
 326 239 238 227 1
 326 226 238 232 1
 226 232 326 231 1
 326 238 226 227 1
 231 228 325 326 1
 230 227 326 228 1
 326 228 226 231 1
 327 307 229 228 1
 307 228 327 318 1
 327 318 228 325 1
 326 327 228 325 1
 230 327 229 228 1
 230 326 327 228 1
 311 328 230 239 1
 230 328 327 326 1
 328 326 230 239 1
 238 232 234 329 1
 234 232 313 329 1
 313 317 234 329 1
 313 329 232 231 1
 313 329 231 325 1
 326 232 238 329 1
 326 231 329 325 1
 232 329 326 231 1
 238 329 234 330 1
 237 238 234 330 1
 234 321 235 330 1
 234 235 237 330 1
 322 270 331 233 1
 322 331 270 323 1
 233 288 331 289 1
 233 322 321 331 1
 233 331 321 289 1
 270 331 233 288 1
 290 288 331 270 1
 332 317 234 321 1
 332 321 234 330 1
 332 234 317 329 1
 332 234 329 330 1
 332 317 321 289 1
 332 321 331 289 1
 242 324 333 236 1
 321 333 324 235 1
 237 333 235 236 1
 324 333 236 235 1
 237 236 241 333 1
 236 242 241 333 1
 237 235 333 330 1
 321 330 333 235 1
 332 333 321 330 1
 237 334 241 238 1
 241 238 334 245 1
 237 241 334 333 1
 238 239 334 245 1
 334 329 238 330 1
 334 238 326 239 1
 237 334 238 330 1
 237 333 334 330 1
 334 326 238 329 1
 324 335 262 240 1
 262 335 320 240 1
 334 245 239 336 1
 328 336 326 239 1
 326 334 239 336 1
 311 328 239 336 1
 311 239 245 336 1
 311 245 337 336 1
 242 333 324 338 1
 338 335 324 240 1
 338 324 242 240 1
 320 335 338 240 1
 338 242 339 240 1
 320 338 339 240 1
 320 240 339 248 1
 339 240 242 248 1
 253 339 242 248 1
 338 340 242 333 1
 241 340 244 245 1
 241 340 242 244 1
 334 340 241 245 1
 334 241 340 333 1
 242 340 241 333 1
 340 245 334 336 1
 337 245 340 336 1
 242 340 338 339 1
 242 340 341 244 1
 255 341 254 243 1
 255 243 253 341 1
 341 244 254 243 1
 242 244 341 243 1
 341 340 242 339 1
 341 253 242 243 1
 341 242 253 339 1
 254 341 342 244 1
 341 340 342 244 1
 342 244 340 245 1
 246 245 247 342 1
 247 254 342 244 1
 311 342 337 245 1
 342 340 337 245 1
 342 311 246 245 1
 247 244 342 245 1
 249 343 256 253 1
 250 343 257 249 1
 257 256 249 343 1
 250 320 343 249 1
 250 257 343 252 1
 343 320 339 248 1
 320 249 248 343 1
 341 253 343 339 1
 343 339 253 248 1
 250 343 320 252 1
 343 253 249 248 1
 344 252 251 320 1
 344 252 320 343 1
 344 251 319 320 1
 257 343 252 344 1
 258 253 256 345 1
 345 253 256 343 1
 345 343 341 253 1
 254 255 345 341 1
 342 254 345 341 1
 258 255 253 345 1
 345 341 255 253 1
 345 341 343 346 1
 341 343 346 339 1
 257 344 347 343 1
 257 347 256 343 1
 345 346 343 348 1
 349 343 347 348 1
 258 256 349 345 1
 349 347 343 256 1
 349 343 345 256 1
 349 345 343 348 1
 350 258 256 349 1
 350 349 256 347 1
 350 256 257 347 1
 351 322 324 259 1
 273 322 351 259 1
 351 324 262 259 1
 273 351 322 323 1
 262 324 351 335 1
 277 276 352 260 1
 352 259 262 261 1
 273 352 276 260 1
 262 263 352 261 1
 263 277 352 261 1
 273 259 352 260 1
 352 260 259 261 1
 262 352 351 259 1
 351 352 273 259 1
 277 260 352 261 1
 273 276 352 353 1
 351 353 323 273 1
 351 273 352 353 1
 351 352 262 354 1
 262 352 263 354 1
 262 319 320 354 1
 263 319 262 354 1
 351 354 262 335 1
 262 354 320 335 1
 355 354 263 352 1
