509
0	0	-10
0	2	-10
0.8125	0.9375	-10
0	0.9375	-9.1875
0.9375	0	-9.1875
2	0	-10
4	0	-10
0	0	-8
1.875	0	-8.375
2.9375	0	-9.1875
1.625	1.875	-10
0	1.875	-8.375
0	2.9375	-9.1875
0.8125	2.9375	-10
0	4	-10
0	5.25	-8.75
0	6	-10
2.5	3.5	-10
1.25	5.25	-10
0	7.0625	-9.1875
0	8	-10
1.25	7.25	-10
1	9	-10
0	10	-10
6	0	-10
6.875	0	-9.125
8	0	-10
7.0625	0.8125	-10
10	0	-10
1.071657362	1.180646179	-8.297414751
0	3.5	-7.5
0	0	-6
0	1.75	-6.75
0	0	-4
0	0	0
0	1.25	-5.25
0	0.875	-3.125
0	2.791666667	-6.125
0	4.079861111	-5.815972222
5.791666667	0	-8.75
5.0625	1.770833333	-10
3.25	1.75	-10
4.791666667	0	-8.75
3.685399295	1.005971747	-8.739428442
2.665658988	1.558749708	-7.953433199
1.75	0	-6.75
3.5	0	-7.5
4.583333333	3.333333333	-10
0	6.5	-7.5
3.089209974	2.747821587	-8.171086846
1.718875509	3.100201217	-8.33699467
1.485517162	4.679231656	-8.75402817
2.291666667	5.041666667	-10
1.265625	4.100911458	-7.433919271
0	5	-7.083333333
1.232744	5.924594353	-7.714525858
1.538956452	6.487282744	-9.082759293
2.117468508	6.125443842	-8.168298771
3.334552196	4.11654139	-8.581429192
4.204282407	4.568865741	-10
3.506944444	5.631944444	-10
2.5	6.5	-10
0	8.125	-8.375
0	9.0625	-9.1875
1.298876642	7.534271036	-8.669318316
0.9375	10	-9.1875
0	10	-8
2.25	8.25	-10
1.859633083	8.76944276	-8.961922462
2.899728771	8.809749872	-8.990463514
2	10	-10
3.125	9.125	-10
5	5	-10
6.5	2.5	-10
6.099678814	0.900834951	-8.722405497
5.912520794	2.333149622	-9.134941518
7.75	0	-8.25
9	0	-9
9.0625	0.8125	-10
7.359869677	1.409588276	-8.768230916
8.125	1.625	-10
10	0.8125	-9.0625
8.25	3.25	-10
10	2	-10
7.5	0	-6.5
8.75	0	-7.25
10	0	-8
0	1.25	-4.25
1.770833333	0	-4.9375
1.609817308	2.432879036	-6.72318643
1.773335551	1.284749194	-5.863749497
0.871527778	1.987630208	-5.161132812
3.333333333	0	-5.416666667
5	0	-5
1.516147454	0.831007606	-3.629618529
2.5	0	-3.5
1.25	0	-2.75
2.25	0	-1.75
1	0	-1
0	0	-2
0	1	-1
0.8125	0.9375	0
2	0	0
3.125	0	-0.875
0	2	0
0	2.5	-4.5
0	1.75	-2.25
0	3.743055556	-4.542824074
0	8.25	-6.75
0	6.215277778	-5.458236883
1.498329565	1.567721799	-2.783880735
0	5	-5
1.1875	3.223090278	-4.969762731
10	4	-10
1.656788458	3.975229158	-5.99660064
2.7316697	3.352143207	-6.71226598
5.583333333	0	-7.5
4.097222222	0	-6.111111111
6.138888889	0	-6.041666667
6.468648996	1.172765501	-7.244599043
4.484217893	1.829656277	-8.041826925
3.459064426	1.706716557	-6.410003724
5.072338619	3.742379328	-8.642329176
5.746527778	3.836805556	-10
7.208333333	3.875	-10
0	7.208333333	-6.125
1.370538421	7.404645638	-7.198681445
0.927194695	8.779398953	-6.32532637
0	10	-6
0	6.770833333	-4.936921296
1.119662987	6.351825047	-5.943727346
4.04384205	3.546122324	-7.085666609
2.707825723	4.765241574	-7.344967637
3.253095609	5.553107964	-8.451377318
1.893177984	5.279176511	-6.10541963
4.201508303	4.745583367	-7.740568398
2.457316577	6.57803627	-6.89566362
2.689794457	7.161196303	-8.452521245
4.849432007	5.205237693	-8.859255157
4.09686805	6.461188946	-8.928944685
5.527777778	6.458333333	-10
4.416666667	7.5	-10
3.531817473	7.860596551	-8.969418785
1.597460861	8.892774156	-7.846564773
2.829374763	8.159010981	-7.684757079
1.875	10	-8.375
1.75	10	-6.75
3.663092767	9.001979773	-8.453772823
4.208333333	8.75	-10
4	10	-10
2.9375	10	-9.1875
6.12962963	5.451388889	-10
7.5	5.5	-10
8.75	4.75	-10
6.5	7.5	-10
5.208333333	8.75	-10
10	6	-10
7.25	8.75	-10
6	10	-10
6.977640288	3.083222235	-8.854588859
6.256273503	2.393349286	-7.76142823
7.621312417	1.393444941	-7.275210724
8.828775509	1.312963695	-8.230934407
7.741023186	2.522802554	-7.85474722
8.591309584	2.494931483	-8.768130096
8.288830318	3.925607759	-8.813410486
3.861111111	0	-3.958333333
4.416666667	0	-2.5
4	0	0
4.208333333	0	-1.25
5.527777778	0	-3.541666667
6.666666667	0	-4.583333333
8.229166667	0	-5.0625
7.233274159	1.439119832	-5.781283782
10	1.625	-8.125
10	3.25	-8.25
8.800516011	1.217212818	-6.434404538
8.762473249	1.015020395	-4.939933229
10	0.8125	-7.0625
10	0	-6
5.208333333	0	-1.25
6	0	0
1.697861398	2.37372057	-4.077020969
2.858590379	1.285708565	-4.609158604
2.386705971	2.663498186	-5.412859941
4.239467964	1.212022243	-4.680287421
5.5625	1.283854167	-4.838975694
3.890424951	2.614082492	-5.429690057
2.97412156	1.288353765	-3.049491845
3.440247979	1.197887028	-1.502123511
1.306377254	1.388125319	-1.243357635
0	2.75	-1.25
1.625	1.875	0
3.25	1.75	0
2.71290888	2.321178644	-1.698037854
0.8125	2.9375	0
0	4	0
1.165297413	2.943092301	-2.50139131
0	5	-2.916666667
0	3.708333333	-3.506944444
0.76100281	3.673386903	-1.156399865
0	3.5	-2.5
1.06912836	4.283804265	-3.647277233
0	4.75	-1.25
0	8.75	-5.25
0	10	-4
1.103254111	5.758018503	-4.27789973
0	6.041666667	-3.923611111
0	7.5	-4.5
2.346659792	2.998485576	-2.649094494
2.157739766	3.878780091	-3.647728542
2.055181246	4.74571464	-4.523467733
2.754890249	3.664874974	-4.749342816
0	8.25	-2.25
0	8.75	-4.25
0	9.125	-3.125
10	4.75	-8.75
8.4613046	5.350946123	-8.775663782
8.75	5.75	-10
3.409942087	4.390023534	-5.791520076
5.354832176	1.94383138	-6.122081465
6.734375	2.660807292	-6.663519965
5.093353848	2.886254436	-6.826059192
5.66164073	4.022550354	-7.259385026
6.578488938	4.702458207	-8.615643919
1.36644895	7.528443221	-5.603930819
2.170802504	8.689488377	-6.449418031
1.483656383	8.666089634	-4.769297201
1.25	10	-5.25
2.791666667	10	-6.125
1.541387432	7.035745976	-4.444782414
2.25538697	6.316299361	-5.16393154
4.850465374	3.568730968	-5.674653194
3.407647377	5.671777442	-5.428484927
4.495039185	4.965995178	-6.584378607
4.926669591	5.637355099	-7.648356643
3.755639651	5.939431604	-6.975971359
3.222696043	7.072689542	-6.053493689
3.494532919	8.794949646	-6.196016533
7.271001652	5.9176447	-8.182078658
4.250974379	7.370913817	-7.713314255
6.039710332	6.75503612	-8.426084337
6.073682044	8.634764528	-9.153079159
5.039996082	8.609176929	-8.54156269
4.374381159	8.753345664	-7.115085994
3.5	10	-7.5
4.791666667	10	-8.75
7.556101403	6.716859365	-9.021227421
8.25	7.75	-10
9.125	6.875	-10
10	5.75	-8.75
10	6.875	-9.125
7.360784442	8.421973868	-9.044972475
5.791666667	10	-8.75
6.875	10	-9.125
9	9	-10
10	8	-10
8	10	-10
7.327818463	3.5777063	-7.208650243
8.284530608	2.294665339	-6.685795066
8.915505083	3.241343245	-7.574402848
8.180415596	4.60715682	-7.656632487
10	3.875	-7.208333333
4.956619218	1.31283433	-2.934929205
6.5	0	-2.5
5.908359822	0.739833965	-1.44743572
4.946628631	1.285660441	-1.198882525
4.75	1.25	0
6.395979139	1.437874764	-3.364546648
6.1489492	2.772662734	-4.70745907
8.25	0	-3.25
10	0	-4
7.375	2.973958333	-5.459201389
7.495314108	1.636256591	-4.35847379
8.845110965	1.514552837	-4.11605211
8.717182777	2.454044344	-5.351901532
10	2.5	-6.5
10	1.770833333	-5.0625
5.75	1.25	0
6.875	0.875	0
7.0625	0	-0.8125
8.125	0	-1.625
8.226642765	1.510007908	-2.679853582
10	0	-2
8	0	0
9.0625	0	-0.8125
3.45949614	2.787418858	-3.628634344
4.995676965	2.609533345	-4.160878067
4.234484956	3.942935697	-4.373193872
5.753499937	2.751748384	-3.09553724
4.609874296	2.593179606	-1.892433948
3.875	2.791666667	0
1.971644006	3.217861559	-1.063557277
2.5	3.5	0
3.349438553	3.636508436	-1.657934637
0.922491149	5.534321364	-2.515499516
0	6.5	-2.5
1.163194444	4.586805556	0
0	7.25	-1.25
0	6	-1.041666667
0	6	0
1.675347222	4.297309028	-1.899088542
1.904276279	5.253897472	-2.89718028
1.62541239	5.460820771	-1.086243618
2.326388889	5.173611111	0
0	8	0
1.25	10	-4.25
0.875	10	-3.125
0	10	-2
0	9	-1
4.006944444	10	-6.229166667
1.118947983	8.246205553	-1.613560897
2.5	6.010416667	-3.480902778
1.363443761	6.760419072	-3.169440221
1.13307653	7.900798136	-3.356154243
3.128774734	4.59518579	-3.021534683
3.696988617	5.0914897	-4.230180799
1.546009123	9.032728129	-3.15907181
10	5.5	-7.5
8.627265259	6.422079623	-7.929727906
4.986639424	4.838457047	-5.619067329
6.18619751	3.746064621	-5.927650722
7.081310195	3.824809027	-4.824240239
6.43088379	5.223840497	-6.872660043
2.658854477	7.920390841	-3.659602405
3.052326269	8.198886095	-5.068607406
2.5	10	-4.5
3.792824074	10	-4.996527778
3.576173536	6.615999067	-4.400722838
4.350501724	6.146389799	-5.598893947
5.809755237	4.100882866	-4.373306155
5.050510221	5.460727875	-4.56381895
5.389621388	6.344363769	-6.219650495
4.425675755	7.495729251	-5.664034159
7.437498555	5.877156114	-6.586367514
4.952665264	8.884838231	-5.518173902
5.233217593	10	-6.160300926
6.988915291	7.032292814	-6.665014341
7.33058575	7.529541806	-7.761920831
5.921983474	8.377140849	-6.735040523
6.767734857	8.774106626	-7.973057123
5.583333333	10	-7.5
8.711745923	8.224520379	-8.488354297
10	7.75	-8.25
7.75	10	-8.25
8.117972802	8.883376698	-7.396328442
10	9	-9
9.02660397	9.301752329	-7.92590601
9	10	-9
10	10	-10
7.618605992	4.46256971	-5.882731041
8.666602995	3.623771309	-6.28162559
8.372330696	3.701862322	-5.0775855
9.011237203	4.828637615	-6.493931981
10	3.836805556	-5.746527778
10	4.536168981	-6.720775463
6.695441008	1.842133712	-1.54804718
6.026224817	3.494303387	-1.52265866
5.5	2.5	0
7.037673906	3.221395879	-3.255945626
10	1.75	-3.25
8.50652924	3.200593944	-3.856582281
10	3.333333333	-4.583333333
8.4375	2.751302083	-2.060112847
7.75	1.75	0
8.792198774	1.649966424	-0.954875993
10	1.875	-1.625
9	1	0
10	0.9375	-0.8125
10	0	0
3.418287764	6.333907789	-2.912187751
3.420138889	4.003472222	0
5.063078704	3.229166667	0
4.808857489	4.136499694	-2.979000004
4.719036538	4.027270949	-1.170986477
3.194025966	4.591345068	-1.087455521
4.048729089	5.12409529	-2.053612194
1.931468198	6.661341938	-1.838530762
1.75	6.75	0
2.974610006	5.753202471	-1.538119939
3.333333333	5.416666667	0
1.875	8.375	0
0.9375	9.1875	0
0	10	0
1.75	10	-2.25
1	10	-1
8.51093059	7.505617106	-6.761804152
5	10	-5
10	7.5	-6.5
2.78125	8.596354167	-1.182725694
2.685175995	7.936526897	-2.484387533
4.629575449	6.019935161	-3.143401288
3.5	10	-2.5
4.381944444	10	-3.506944444
3.871971973	8.756252445	-2.950530375
10	6.076388889	-6.041666667
9.005380772	7.056009093	-5.673251893
